pair,starttime,endtime,interval,0.01,0.02,start,end
dar/usdt,2021-11-04 08:00:00,2023-01-01 00:00:00,"422 days, 16:00:00",55395,10939,,
trb/usdt,2021-01-01 00:00:00,2023-01-01 00:00:00,"730 days, 0:00:00",88303,10862,,
kp3r/usdt,2021-11-12 10:00:00,2023-01-01 00:00:00,"414 days, 14:00:00",51596,10848,,
pha/usdt,2021-06-25 10:00:00,2023-01-01 00:00:00,"554 days, 14:00:00",34742,10687,,
perp/usdt,2021-03-19 08:00:00,2023-01-01 00:00:00,"652 days, 16:00:00",59901,10597,,
gmt/usdt,2022-03-09 12:00:00,2023-01-01 00:00:00,"297 days, 12:00:00",51225,10581,,
arpa/usdt,2021-01-01 00:00:00,2023-01-01 00:00:00,"730 days, 0:00:00",80023,10481,,
dusk/usdt,2021-01-01 00:00:00,2023-01-01 00:00:00,"730 days, 0:00:00",73199,10474,,
flm/usdt,2021-01-01 00:00:00,2023-01-01 00:00:00,"730 days, 0:00:00",76114,10360,,
wan/usdt,2021-01-01 00:00:00,2023-01-01 00:00:00,"730 days, 0:00:00",68310,10287,,
cvp/usdt,2021-10-04 10:00:00,2023-01-01 00:00:00,"453 days, 14:00:00",31537,10096,,
sxp/usdt,2021-01-01 00:00:00,2023-01-01 00:00:00,"730 days, 0:00:00",86150,9996,,
rei/usdt,2022-05-04 04:00:00,2023-01-01 00:00:00,"241 days, 20:00:00",30050,9986,,
grt/usdt,2021-01-01 00:00:00,2023-01-01 00:00:00,"730 days, 0:00:00",80320,9982,,
bel/usdt,2021-01-01 00:00:00,2023-01-01 00:00:00,"730 days, 0:00:00",81921,9978,,
band/usdt,2021-01-01 00:00:00,2023-01-01 00:00:00,"730 days, 0:00:00",75282,9955,,
cfx/usdt,2021-03-29 11:00:00,2023-01-01 00:00:00,"642 days, 13:00:00",54859,9935,,
tvk/usdt,2021-08-06 10:00:00,2023-01-01 00:00:00,"512 days, 14:00:00",52045,9933,,
voxel/usdt,2021-12-14 12:00:00,2023-01-01 00:00:00,"382 days, 12:00:00",44732,9920,,
df/usdt,2021-09-24 10:00:00,2023-01-01 00:00:00,"463 days, 14:00:00",35438,9919,,
waves/usdt,2021-01-01 00:00:00,2023-01-01 00:00:00,"730 days, 0:00:00",79994,9749,,
dodo/usdt,2021-02-19 10:00:00,2023-01-01 00:00:00,"680 days, 14:00:00",76624,9748,,
people/usdt,2021-12-23 06:00:00,2023-01-01 00:00:00,"373 days, 18:00:00",67149,9722,,
mln/usdt,2021-07-05 06:00:00,2023-01-01 00:00:00,"544 days, 18:00:00",27884,9644,,
pyr/usdt,2021-11-26 08:00:00,2023-01-01 00:00:00,"400 days, 16:00:00",59273,9643,,
ant/usdt,2021-01-01 00:00:00,2023-01-01 00:00:00,"730 days, 0:00:00",79143,9607,,
pols/usdt,2021-05-19 07:00:00,2023-01-01 00:00:00,"591 days, 17:00:00",40883,9556,,
btg/usdt,2021-04-16 07:00:00,2022-10-24 08:59:00,"556 days, 1:59:00",46144,9531,,
crv/usdt,2021-01-01 00:00:00,2023-01-01 00:00:00,"730 days, 0:00:00",88881,9529,,
fida/usdt,2021-09-30 12:00:00,2023-01-01 00:00:00,"457 days, 12:00:00",31560,9514,,
skl/usdt,2021-01-01 00:00:00,2023-01-01 00:00:00,"730 days, 0:00:00",77779,9465,,
bake/usdt,2021-04-30 12:00:00,2023-01-01 00:00:00,"610 days, 12:00:00",71544,9342,,
mdx/usdt,2021-05-24 09:00:00,2023-01-01 00:00:00,"586 days, 15:00:00",45710,9324,,
bts/usdt,2021-01-01 00:00:00,2023-01-01 00:00:00,"730 days, 0:00:00",57874,9316,,
vet/usdt,2021-01-01 00:00:00,2023-01-01 00:00:00,"730 days, 0:00:00",78637,9222,,
lever/usdt,2022-07-13 04:00:00,2023-01-01 00:00:00,"171 days, 20:00:00",27489,9169,,
mbox/usdt,2021-08-19 08:00:00,2023-01-01 00:00:00,"499 days, 16:00:00",47086,9153,,
ava/usdt,2021-01-01 00:00:00,2023-01-01 00:00:00,"730 days, 0:00:00",52394,9081,,
clv/usdt,2021-07-29 06:00:00,2023-01-01 00:00:00,"520 days, 18:00:00",43757,9053,,
avax/usdt,2021-01-01 00:00:00,2023-01-01 00:00:00,"730 days, 0:00:00",93634,9009,,
hnt/usdt,2021-01-01 00:00:00,2022-10-14 02:59:00,"651 days, 2:59:00",83614,9001,,
gtc/usdt,2021-06-10 10:00:00,2023-01-01 00:00:00,"569 days, 14:00:00",55827,8822,,
for/usdt,2021-08-20 10:00:00,2023-01-01 00:00:00,"498 days, 14:00:00",35162,8811,,
stx/usdt,2021-01-01 00:00:00,2023-01-01 00:00:00,"730 days, 0:00:00",57221,8768,,
dgb/usdt,2021-01-01 00:00:00,2023-01-01 00:00:00,"730 days, 0:00:00",66878,8725,,
rune/usdt,2021-01-01 00:00:00,2023-01-01 00:00:00,"730 days, 0:00:00",93373,8470,,
ctk/usdt,2021-01-01 00:00:00,2023-01-01 00:00:00,"730 days, 0:00:00",67595,8425,,
icx/usdt,2021-01-01 00:00:00,2023-01-01 00:00:00,"730 days, 0:00:00",74950,8419,,
bzrx/usdt,2021-01-01 00:00:00,2021-12-20 03:59:00,"353 days, 3:59:00",81747,8383,,
rif/usdt,2021-01-07 13:00:00,2023-01-01 00:00:00,"723 days, 11:00:00",35117,8361,,
badger/usdt,2021-03-02 08:00:00,2023-01-01 00:00:00,"669 days, 16:00:00",53983,8304,,
aca/usdt,2022-01-25 12:00:00,2023-01-01 00:00:00,"340 days, 12:00:00",37647,8282,,
qtum/usdt,2021-01-01 00:00:00,2023-01-01 00:00:00,"730 days, 0:00:00",62349,8211,,
flux/usdt,2021-12-10 06:00:00,2023-01-01 00:00:00,"386 days, 18:00:00",41093,8117,,
ftt/usdt,2021-01-01 00:00:00,2022-11-15 04:29:00,"683 days, 4:29:00",26248,8012,,
gal/usdt,2022-05-05 12:00:00,2023-01-01 00:00:00,"240 days, 12:00:00",30530,8000,,
zrx/usdt,2021-01-01 00:00:00,2023-01-01 00:00:00,"730 days, 0:00:00",56120,7897,,
zil/usdt,2021-01-01 00:00:00,2023-01-01 00:00:00,"730 days, 0:00:00",69815,7879,,
c98/usdt,2021-07-23 12:00:00,2023-01-01 00:00:00,"526 days, 12:00:00",48981,7834,,
xrp/usdt,2021-01-01 00:00:00,2023-01-01 00:00:00,"730 days, 0:00:00",56506,7756,,
ren/usdt,2021-01-01 00:00:00,2023-01-01 00:00:00,"730 days, 0:00:00",69077,7708,,
rndr/usdt,2021-11-27 10:00:00,2023-01-01 00:00:00,"399 days, 14:00:00",42751,7702,,
ksm/usdt,2021-01-01 00:00:00,2023-01-01 00:00:00,"730 days, 0:00:00",67800,7670,,
high/usdt,2021-12-17 07:00:00,2023-01-01 00:00:00,"379 days, 17:00:00",39997,7639,,
cake/usdt,2021-02-19 06:00:00,2023-01-01 00:00:00,"680 days, 18:00:00",52604,7604,,
tomo/usdt,2021-01-01 00:00:00,2023-01-01 00:00:00,"730 days, 0:00:00",67449,7583,,
sun/usdt,2021-01-01 00:00:00,2023-01-01 00:00:00,"730 days, 0:00:00",50996,7571,,
sushi/usdt,2021-01-01 00:00:00,2023-01-01 00:00:00,"730 days, 0:00:00",74043,7467,,
ach/usdt,2022-01-10 10:00:00,2023-01-01 00:00:00,"355 days, 14:00:00",27460,7465,,
auction/usdt,2021-10-29 10:00:00,2023-01-01 00:00:00,"428 days, 14:00:00",22323,7456,,
epx/usdt,2022-05-23 04:00:00,2023-01-01 00:00:00,"222 days, 20:00:00",26310,7408,,
etc/usdt,2021-01-01 00:00:00,2023-01-01 00:00:00,"730 days, 0:00:00",59900,7329,,
near/usdt,2021-01-01 00:00:00,2023-01-01 00:00:00,"730 days, 0:00:00",70972,7269,,
agld/usdt,2021-10-05 07:00:00,2023-01-01 00:00:00,"452 days, 17:00:00",38438,7267,,
icp/usdt,2021-05-11 01:00:00,2023-01-01 00:00:00,"599 days, 23:00:00",61265,7243,,
lina/usdt,2021-03-18 12:00:00,2023-01-01 00:00:00,"653 days, 12:00:00",69955,7187,,
front/usdt,2021-10-04 10:00:00,2023-01-01 00:00:00,"453 days, 14:00:00",25506,7072,,
elf/usdt,2021-09-08 08:00:00,2023-01-01 00:00:00,"479 days, 16:00:00",24725,7006,,
lpt/usdt,2021-05-28 05:00:00,2023-01-01 00:00:00,"582 days, 19:00:00",32557,7000,,
quick/usdt,2021-08-13 12:00:00,2023-01-01 00:00:00,"505 days, 12:00:00",25086,6992,,
kava/usdt,2021-01-01 00:00:00,2023-01-01 00:00:00,"730 days, 0:00:00",69151,6964,,
xem/usdt,2021-01-01 00:00:00,2023-01-01 00:00:00,"730 days, 0:00:00",49082,6886,,
ygg/usdt,2021-09-24 06:00:00,2023-01-01 00:00:00,"463 days, 18:00:00",41186,6870,,
sys/usdt,2021-09-24 10:00:00,2023-01-01 00:00:00,"463 days, 14:00:00",45898,6828,,
egld/usdt,2021-01-01 00:00:00,2023-01-01 00:00:00,"730 days, 0:00:00",58227,6808,,
poly/usdt,2021-09-09 08:00:00,2022-10-10 02:59:00,"395 days, 18:59:00",29202,6758,,
qnt/usdt,2021-07-29 06:00:00,2023-01-01 00:00:00,"520 days, 18:00:00",49454,6737,,
bnx/usdt,2021-11-04 11:00:00,2023-01-01 00:00:00,"422 days, 13:00:00",36098,6671,,
snx/usdt,2021-01-01 00:00:00,2023-01-01 00:00:00,"730 days, 0:00:00",64774,6616,,
mkr/usdt,2021-01-01 00:00:00,2023-01-01 00:00:00,"730 days, 0:00:00",46549,6577,,
atom/usdt,2021-01-01 00:00:00,2023-01-01 00:00:00,"730 days, 0:00:00",74691,6416,,
ldo/usdt,2022-05-09 11:00:00,2023-01-01 00:00:00,"236 days, 13:00:00",30927,6397,,
dcr/usdt,2021-01-01 00:00:00,2023-01-01 00:00:00,"730 days, 0:00:00",36567,6210,,
mina/usdt,2021-08-10 06:00:00,2023-01-01 00:00:00,"508 days, 18:00:00",42842,6144,,
xlm/usdt,2021-01-01 00:00:00,2023-01-01 00:00:00,"730 days, 0:00:00",48318,6108,,
ont/usdt,2021-01-01 00:00:00,2023-01-01 00:00:00,"730 days, 0:00:00",50992,6075,,
alpaca/usdt,2021-08-11 08:00:00,2023-01-01 00:00:00,"507 days, 16:00:00",25538,6030,,
iota/usdt,2021-01-01 00:00:00,2023-01-01 00:00:00,"730 days, 0:00:00",58109,5937,,
glmr/usdt,2022-01-11 16:00:00,2023-01-01 00:00:00,"354 days, 8:00:00",36600,5929,,
ray/usdt,2021-08-10 06:00:00,2023-01-01 00:00:00,"508 days, 18:00:00",30747,5922,,
knc/usdt,2021-01-01 00:00:00,2023-01-01 00:00:00,"730 days, 0:00:00",61912,5902,,
ocean/usdt,2021-01-01 00:00:00,2023-01-01 00:00:00,"730 days, 0:00:00",58114,5856,,
algo/usdt,2021-01-01 00:00:00,2023-01-01 00:00:00,"730 days, 0:00:00",60531,5850,,
bat/usdt,2021-01-01 00:00:00,2023-01-01 00:00:00,"730 days, 0:00:00",51783,5818,,
nu/usdt,2021-06-04 05:30:00,2022-02-16 03:59:00,"256 days, 22:29:00",21588,5809,,
xec/usdt,2021-09-03 10:00:00,2023-01-01 00:00:00,"484 days, 14:00:00",29108,5806,,
astr/usdt,2022-02-28 11:30:00,2023-01-01 00:00:00,"306 days, 12:30:00",29695,5574,,
aave/usdt,2021-01-01 00:00:00,2023-01-01 00:00:00,"730 days, 0:00:00",60889,5573,,
omg/usdt,2021-01-01 00:00:00,2023-01-01 00:00:00,"730 days, 0:00:00",60097,5538,,
dydx/usdt,2021-09-09 02:00:00,2023-01-01 00:00:00,"478 days, 22:00:00",50097,5459,,
yfi/usdt,2021-01-01 00:00:00,2023-01-01 00:00:00,"730 days, 0:00:00",45257,5361,,
bico/usdt,2021-12-09 06:00:00,2023-01-01 00:00:00,"387 days, 18:00:00",34168,5306,,
ape/usdt,2022-03-17 14:30:00,2023-01-01 00:00:00,"289 days, 9:30:00",30521,5260,,
jst/usdt,2021-01-01 00:00:00,2023-01-01 00:00:00,"730 days, 0:00:00",41366,5251,,
api3/usdt,2022-01-21 10:30:00,2023-01-01 00:00:00,"344 days, 13:30:00",28493,5224,,
xvg/usdt,2021-06-06 10:00:00,2023-01-01 00:00:00,"573 days, 14:00:00",33516,5209,,
adx/usdt,2021-10-29 10:00:00,2023-01-01 00:00:00,"428 days, 14:00:00",15606,5128,,
bifi/usdt,2022-04-01 09:00:00,2023-01-01 00:00:00,"274 days, 15:00:00",18400,5128,,
zec/usdt,2021-01-01 00:00:00,2023-01-01 00:00:00,"730 days, 0:00:00",41774,5075,,
theta/usdt,2021-01-01 00:00:00,2023-01-01 00:00:00,"730 days, 0:00:00",62868,5066,,
kda/usdt,2022-03-11 11:30:00,2023-01-01 00:00:00,"295 days, 12:30:00",25597,5031,,
neo/usdt,2021-01-01 00:00:00,2023-01-01 00:00:00,"730 days, 0:00:00",44251,4836,,
ada/usdt,2021-01-01 00:00:00,2023-01-01 00:00:00,"730 days, 0:00:00",51704,4767,,
xno/usdt,2022-01-28 08:00:00,2023-01-01 00:00:00,"337 days, 16:00:00",14413,4705,,
movr/usdt,2021-11-08 06:00:00,2023-01-01 00:00:00,"418 days, 18:00:00",40361,4691,,
dot/usdt,2021-01-01 00:00:00,2023-01-01 00:00:00,"730 days, 0:00:00",50545,4683,,
keep/usdt,2021-06-17 06:00:00,2022-02-16 03:59:00,"243 days, 21:59:00",26003,4681,,
ens/usdt,2021-11-10 07:00:00,2023-01-01 00:00:00,"416 days, 17:00:00",38494,4677,,
fil/usdt,2021-01-01 00:00:00,2023-01-01 00:00:00,"730 days, 0:00:00",43467,4618,,
bnb/usdt,2021-01-01 00:00:00,2023-01-01 00:00:00,"730 days, 0:00:00",33758,4552,,
uni/usdt,2021-01-01 00:00:00,2023-01-01 00:00:00,"730 days, 0:00:00",52904,4503,,
waxp/usdt,2021-08-23 06:30:00,2023-01-01 00:00:00,"495 days, 17:30:00",29291,4480,,
dash/usdt,2021-01-01 00:00:00,2023-01-01 00:00:00,"730 days, 0:00:00",36988,4360,,
powr/usdt,2021-11-17 06:00:00,2023-01-01 00:00:00,"409 days, 18:00:00",21387,4281,,
any/usdt,2021-12-04 06:00:00,2022-03-30 03:59:00,"115 days, 21:59:00",20534,4220,,
bsw/usdt,2022-03-21 13:30:00,2023-01-01 00:00:00,"285 days, 10:30:00",16916,4179,,
eos/usdt,2021-01-01 00:00:00,2023-01-01 00:00:00,"730 days, 0:00:00",42157,4163,,
alcx/usdt,2021-11-30 06:00:00,2023-01-01 00:00:00,"396 days, 18:00:00",19498,4162,,
pla/usdt,2021-11-23 06:00:00,2023-01-01 00:00:00,"403 days, 18:00:00",19247,4084,,
nebl/usdt,2022-10-14 08:00:00,2023-01-01 00:00:00,"78 days, 16:00:00",12958,4083,,
city/usdt,2021-11-10 08:00:00,2023-01-01 00:00:00,"416 days, 16:00:00",22371,4067,,
mob/usdt,2022-04-29 10:00:00,2023-01-01 00:00:00,"246 days, 14:00:00",14172,3976,,
t/usdt,2022-02-25 04:00:00,2023-01-01 00:00:00,"309 days, 20:00:00",14917,3942,,
xtz/usdt,2021-01-01 00:00:00,2023-01-01 00:00:00,"730 days, 0:00:00",52029,3920,,
cvx/usdt,2021-12-23 14:00:00,2023-01-01 00:00:00,"373 days, 10:00:00",21311,3900,,
comp/usdt,2021-01-01 00:00:00,2023-01-01 00:00:00,"730 days, 0:00:00",42879,3849,,
op/usdt,2022-06-01 08:00:00,2023-01-01 00:00:00,"213 days, 16:00:00",30161,3795,,
fxs/usdt,2021-12-10 09:00:00,2023-01-01 00:00:00,"386 days, 15:00:00",20067,3473,,
imx/usdt,2022-01-10 10:00:00,2023-01-01 00:00:00,"355 days, 14:00:00",28810,3465,,
link/usdt,2021-01-01 00:00:00,2023-01-01 00:00:00,"730 days, 0:00:00",45040,3449,,
flow/usdt,2021-07-30 13:00:00,2023-01-01 00:00:00,"519 days, 11:00:00",42182,3399,,
multi/usdt,2022-04-06 04:00:00,2023-01-01 00:00:00,"269 days, 20:00:00",13315,3393,,
bal/usdt,2021-01-01 00:00:00,2023-01-01 00:00:00,"730 days, 0:00:00",32186,3390,,
joe/usdt,2021-12-28 11:00:00,2023-01-01 00:00:00,"368 days, 13:00:00",19796,3372,,
hft/usdt,2022-11-07 13:00:00,2023-01-01 00:00:00,"54 days, 11:00:00",12837,3286,,
nexo/usdt,2022-04-29 14:00:00,2023-01-01 00:00:00,"246 days, 10:00:00",12416,3274,,
steem/usdt,2022-04-22 10:00:00,2023-01-01 00:00:00,"253 days, 14:00:00",13961,3262,,
scrt/usdt,2022-01-21 12:00:00,2023-01-01 00:00:00,"344 days, 12:00:00",14693,3256,,
amp/usdt,2021-11-23 06:00:00,2023-01-01 00:00:00,"403 days, 18:00:00",13846,3209,,
phb/usdt,2022-11-18 09:00:00,2023-01-01 00:00:00,"43 days, 15:00:00",7775,3209,,
bch/usdt,2021-01-01 00:00:00,2023-01-01 00:00:00,"730 days, 0:00:00",32379,3035,,
ltc/usdt,2021-01-01 00:00:00,2023-01-01 00:00:00,"730 days, 0:00:00",33801,3012,,
rgt/usdt,2021-11-05 06:00:00,2022-03-14 03:59:00,"128 days, 21:59:00",10593,2779,,
lunc/usdt,2022-09-09 08:00:00,2023-01-01 00:00:00,"113 days, 16:00:00",15316,2742,,
mc/usdt,2021-12-02 08:00:00,2023-01-01 00:00:00,"394 days, 16:00:00",19852,2595,,
bnt/usdt,2021-01-01 00:00:00,2023-01-01 00:00:00,"730 days, 0:00:00",19882,2583,,
polyx/usdt,2022-10-17 08:00:00,2023-01-01 00:00:00,"75 days, 16:00:00",9306,2553,,
xmr/usdt,2021-01-01 00:00:00,2023-01-01 00:00:00,"730 days, 0:00:00",24857,2439,,
eth/usdt,2021-01-01 00:00:00,2023-01-01 00:00:00,"730 days, 0:00:00",23551,2407,,
stg/usdt,2022-08-19 09:00:00,2023-01-01 00:00:00,"134 days, 15:00:00",9625,2329,,
woo/usdt,2022-02-08 06:30:00,2023-01-01 00:00:00,"326 days, 17:30:00",21171,2109,,
ilv/usdt,2021-09-22 06:00:00,2023-01-01 00:00:00,"465 days, 18:00:00",12969,2079,,
trx/usdt,2021-01-01 00:00:00,2023-01-01 00:00:00,"730 days, 0:00:00",25494,2031,,
klay/usdt,2021-06-24 08:00:00,2023-01-01 00:00:00,"555 days, 16:00:00",16687,1961,,
gno/usdt,2021-08-30 06:00:00,2023-01-01 00:00:00,"488 days, 18:00:00",11013,1883,,
hook/usdt,2022-12-01 14:30:00,2023-01-01 00:00:00,"30 days, 9:30:00",6327,1458,,
xzc/usdt,2021-01-01 00:00:00,2021-01-25 01:59:00,"24 days, 1:59:00",6393,1193,,
btc/usdt,2021-01-01 00:00:00,2023-01-01 00:00:00,"730 days, 0:00:00",10396,1095,,
apt/usdt,2022-10-19 01:00:00,2023-01-01 00:00:00,"73 days, 23:00:00",5293,1053,,
gmx/usdt,2022-10-05 10:00:00,2023-01-01 00:00:00,"87 days, 14:00:00",5697,1041,,
ghst/usdt,2021-08-20 10:00:00,2023-01-01 00:00:00,"498 days, 14:00:00",4590,1003,,
magic/usdt,2022-12-12 08:00:00,2023-01-01 00:00:00,"19 days, 16:00:00",4002,836,,
osmo/usdt,2022-10-28 10:00:00,2023-01-01 00:00:00,"64 days, 14:00:00",3085,834,,
paxg/usdt,2021-01-01 00:00:00,2023-01-01 00:00:00,"730 days, 0:00:00",382,19,,
